电影名称,评论者,评分等级,评论日期,点赞数,评论内容
黑镜：圣诞特别篇,林探惜,力荐, 2019-11-15 12:33:25 ,10,设定太巧妙，节奏太优秀，西西弗斯的悲剧内核太动人。翻了一圈评论区，怒而给低分的观众多半是受不了男主女友出轨还拉黑逃避他、女友父亲从头到尾态度恶劣，所以觉得男主一个可怜的老实人受到这样的惩罚太不公正了。但是很多剧情不是非要拍出来的啊！女方父亲为什么会讨厌男主？发现女主怀孕想打掉的时候，男主随手摔碎花瓶，和之后愤怒失手杀了老丈人是一样的原因啊。男主就是一个控制不好情绪、有一定暴力倾向的人。女友诚然可耻，但男主也绝不无辜。制造意识副本的想法很巧妙了，我以前看《致命魔术》的时候就想过这个问题。如果可以的话我也想意识永生，但并不想复制另一份意识。理想状态应该是像iCloud一样的云存储同步，等这副硬件不好用，意识就集体转移到另一副躯壳。
黑镜：圣诞特别篇,沉歌,推荐, 2014-12-17 21:46:59 ,462,可怜的副本，到底关你毛事？！
黑镜：圣诞特别篇,内陆飞鱼,推荐, 2014-12-21 13:45:31 ,333,太赞，神剧依然神，对未来世界的想象令人不寒而栗，科技的奴役、控制，是人在作茧自缚，比《盗梦空间》更有实际意义，副本抽离、屏蔽刑法这个事情太毒了，想一想就害怕，三个故事像俄罗斯套娃一层套一层，把所有主角都套牢钉死。日本的《世界奇妙物语》已乏善可陈，玩创意还是《黑镜》第一。
黑镜：圣诞特别篇,翻滚吧！蛋堡,推荐, 2014-12-18 01:54:23 ,311,拉黑请谨慎！
黑镜：圣诞特别篇,老罗Lazzaro,推荐, 2014-12-20 16:42:58 ,185,高科技屏蔽的带来的其实是生活品质的丧失，意识副本折磨尤为变态。
黑镜：圣诞特别篇,不良生,推荐, 2015-01-03 11:53:00 ,64,神奇而可怕，窒息却迷人。
黑镜：圣诞特别篇,桃桃林林,推荐, 2014-12-26 10:39:15 ,71,继续黑科技，恐怖路线
黑镜：圣诞特别篇,boks,推荐, 2014-12-20 00:17:54 ,51,so sad  ..  更黑一点是为了解除拉黑，做个连环杀人者，把意识副本留在蛋里聊天就好了
黑镜：圣诞特别篇,更深的白色,较差, 2014-12-18 00:22:21 ,56,还是看不下去，幼稚加做作，浪费了原本的大格局。就像九阴白骨爪，虽然是脱胎于九阴真经，但一味狠辣，还搞些装神弄鬼的玩意，反而落了下乘。
黑镜：圣诞特别篇,朝暮雪,推荐, 2016-11-02 18:47:32 ,78,“所以说我们到底是真实的还是只是一串代码？”“你摔收音机试试呗。”
黑镜：圣诞特别篇,[己注销],推荐, 2014-12-18 02:18:57 ,31,（8/10）两位主角的演技很出彩。
黑镜：圣诞特别篇,蚂蚁没问题,推荐, 2014-12-17 22:37:16 ,30,几个小点子攥成一个故事，有点分裂，但也勉强捏在一起了，尤其每个点子都还是很不错的，科幻就应该这样啊，电影编剧大人们脑洞都大一点啊，都想象力再丰富一点啊，不要每次都为了大制作扯上外星人了....
黑镜：圣诞特别篇,Se7en丶小七,力荐, 2015-01-03 23:24:20 ,21,从社交恐慌到意识孤立再到人为屏蔽，三个故事完美串联，这个圣诞节，《黑镜》一如既往的冷酷无情却折射现实，其实说到底，这一切的一切并非是科技的错，而大多是人的本身出了问题。
黑镜：圣诞特别篇,全泰壹,还行, 2015-03-25 18:26:07 ,714,没有血缘关系的 孩子是怎么被屏蔽的？
黑镜：圣诞特别篇,水脉,还行, 2014-12-18 14:50:30 ,162,太极端了，为了虐人而编出的剧情。就是要让观众发出“科技发展成那样也太惨无人道了”这种心声，貌似要唤起观众对科技便利 vs 人性的思考，实则这部黑镜作品是最没人性最恶毒的一部。副本和屏蔽这种设定太随意了，经不起推敲。男主在那个年代还开着跟现在一模一样功能的车，可能吗？
黑镜：圣诞特别篇,女宛心兑,力荐, 2014-12-19 20:58:20 ,13,科学残忍的时代，不仅消除了人与人之间微薄的联系，还让意识受到最严酷的惩罚。有一种人工智能是囚困自己，有一种屏蔽是毁掉这个人的全世界，有一种惩罚是一分钟一千年。wow这样的圣诞太残酷。一贯的黑镜
黑镜：圣诞特别篇,Sophie  Z,推荐, 2014-12-18 12:48:27 ,43,还记得今天早上我说的希望有套特别了解自己的早起管家，还记得前两天看到的循环音乐被CIA用来虐囚，还记得我们至今互相block了N个社交账号，想起这些就浑身冷汗。不过英剧用圣诞篇毁圣诞也不是第一次了，节日快乐。
黑镜：圣诞特别篇,有心打扰,推荐, 2014-12-17 18:54:57 ,27,现代人的焦虑和现代通讯的冷漠。
黑镜：圣诞特别篇,托尼·王大拿,力荐, 2014-12-23 20:17:28 ,8,概念的东西还挺好，不过功力更多地都体现在故事之间的串联上，不如第一季惊艳，但也算是挽回了第二季下滑的口碑；艺术指导的水平很高啊，形神高度统一。
黑镜：圣诞特别篇,匡轶歌,推荐, 2014-12-23 10:49:20 ,28,黑镜很好，一直在反思科技给人带来的困境。本集讲奴役、孤独和暴露。意识副本提取和真人屏蔽的故事，还没让我觉得近在咫尺的恐惧，毕竟实现起来尚还遥远。最可怕是人脸图像扫描来全方位进行个人信息检索，这种一览无余的人肉恐惧，按目前互联网发展趋势看已近在眉睫，我们每个人都将被剥皮拆骨无所遁形
黑镜：圣诞特别篇,阿尔法,还行, 2014-12-20 15:14:50 ,130,这是一次唯心主义对唯物主义的有力讽刺~
黑镜：圣诞特别篇,刘康康,推荐, 2017-10-12 00:18:29 ,16,我喜欢智能蛋那个创意，挺绝的。不过连着把几个《黑镜》的故事看下来，一个普遍的感觉是，虽然编剧对当代科技的理解和洞见很深刻，但对未来进行虚构的时候，真的完全不考虑法律和社会规范的可行性，以至于看上去觉得很可笑，哪个脑残的立法者会制定出这种法律呢？
黑镜：圣诞特别篇,银河潜者,力荐, 2015-01-02 10:25:56 ,15,终于再一次的神展开了，AI发展到这种程度，肯定不止是智能家居或者社交辅助这么简单吧。。。而且cookie的人权没有人管。。不过黑镜一向影射现实，只探索技术的一个方向，不会有野心塑造一个完整的未来世界。这一集真心细思恐极，我彻底服了。
黑镜：圣诞特别篇,kylegun,推荐, 2014-12-31 15:45:52 ,14,屏蔽世界，拷贝炼狱，想象力确实开心
黑镜：圣诞特别篇,粟熙,推荐, 2015-03-19 00:10:10 ,9,神剧依旧，不要轻易拉黑一个曾与你亲近的人。
黑镜：圣诞特别篇,Mademoiselle B,推荐, 2014-12-18 16:53:48 ,13,身边电子产品一个又一个的屏幕，犹如黑色的镜子，映出人心深处自私的基因。
黑镜：圣诞特别篇,朝阳区陆依萍,还行, 2014-12-22 00:49:06 ,85,为什么我觉得第三个故事那个女的死有余辜......
黑镜：圣诞特别篇,贝塔先生,还行, 2014-12-18 22:04:45 ,46,难受的时候看着更难受。
黑镜：圣诞特别篇,孤鸿影,推荐, 2018-05-03 20:39:48 ,9,讲真，亚裔男不是很难date欧美女吗？
黑镜：圣诞特别篇,nikki,推荐, 2014-12-24 21:18:25 ,10,平安夜看这个真应景（并不）。总得来讲黑镜依然是黑镜，看得让人发寒，卓别林孙女那一段有点多余，但没有这一段又无法让人理解后面的发展，无所事事度日如年跟被所人都无视哪一种更恐怖？都很恐怖。总得来讲还是很精彩的一个特别篇。
黑镜：圣诞特别篇,麻油,还行, 2016-01-11 08:38:51 ,53,丧尽天良！高科技就是这么虐待被戴绿帽的可怜老实人吗！
黑镜：圣诞特别篇,根,力荐, 2014-12-18 00:35:16 ,3,赞赞赞！黑镜系列目前最好看的一集！
黑镜：圣诞特别篇,风舞狂澜,推荐, 2015-01-16 08:40:43 ,12,其实，我觉得那个被女朋友抛弃的人很可怜啦，被抛弃也不知道为什么，最后的结局却是也蛮可怜的，副本的故事，说明了道德的模糊性，不过，我也想要个副本，O(∩_∩)O哈哈哈~
黑镜：圣诞特别篇,方枪枪,推荐, 2014-12-19 17:20:23 ,6,依旧是很牛掰。
黑镜：圣诞特别篇,★,力荐, 2016-10-30 12:23:18 ,2,居然對黑科技無比著迷，「屏蔽」技能想立馬對某些人開啟。
黑镜：圣诞特别篇,汪金卫,较差, 2014-12-18 11:53:20 ,7,依旧是老风格：犯罪悬疑，科幻伦理。但设定和剧情感觉很任性很不合理。不是很喜欢。B站在线：http://www.bilibili.com/video/av1806979/
黑镜：圣诞特别篇,浩波_,力荐, 2019-12-27 16:38:02 ,15,没有血缘关系的孩子怎么被屏蔽的？
黑镜：圣诞特别篇,LORENZO 洛伦佐,推荐, 2018-06-17 19:52:01 ,6,很喜欢，短且吸引力保持到了最后一刻。刚开始觉得屏蔽功能赞爆适合社恐的我，后来则发现拉黑有风险，屏蔽需谨慎。汉姆叔真是帅出新疆界。
黑镜：圣诞特别篇,旧书君,推荐, 2014-12-18 21:28:15 ,5,罗伯特索耶的主观人、理查德摩根的副本管家、赫伯特乔治威尔斯的隐形人，2+3的故事续演的话可以成为雷布拉德伯里的当细雨来临……幡然醒悟、古老科幻和当今现实之间只隔了一块黑镜而已。
黑镜：圣诞特别篇,独行侠杀手阿何,推荐, 2015-07-15 19:57:14 ,4,一部会逼疯人的作品(:3▓▒。其实把三段毫不相干的故事如此串联稍微牵强，关键是脱节且比重不平，重点应该是最后一个故事好么！是否该奴役折磨有思想和感情的虚拟人工智能体，是否该同情它们，值得深思。被全世界的人屏蔽恐怖如斯！女二的故事猜中了，太贱了。最后一幕德罗斯特效应特赞！
黑镜：圣诞特别篇,翰小七,力荐, 2014-12-17 20:21:28 ,2,圣诞特辑之高科技时代智能眼下喜当爹的罪与罚。
黑镜：圣诞特别篇,Ocap,力荐, 2014-12-20 13:15:48 ,6,来，科普一下屏蔽别人、提取意识的效果，接着赛赛谁的事儿更残酷。哎，原来你讲是为了引我讲啊，还能再黑一点么？能。首季的时候以为能一集捣鼓出一个未来寓言，其实没那么神，更多是秀创意，主题绝对统一：未来一面镜，映射当下黑。智能的发展就是人性的退化。
黑镜：圣诞特别篇,安然槿 - 露,推荐, 2014-12-26 23:16:43 ,7,没有审核，没有申诉，哪怕对最亲近的人也是想屏蔽就屏蔽，但是又似乎不阻止物理接触。这个block制度这么不合理居然还没被废止，也是神奇。
黑镜：圣诞特别篇,kingkongofkhan,推荐, 2015-01-02 23:09:50 ,2,赛博朋克化精神与时间之屋，数字实景屏蔽，碉堡
黑镜：圣诞特别篇,荞麦,推荐, 2014-12-30 13:27:19 ,8,太惨太惨……即使对于罪人，也太惨太惨了……
黑镜：圣诞特别篇,放开那个浪味仙,还行, 2014-12-20 12:11:50 ,17,科技进步带来诸多高大上的事物，也因为人类的贪婪带来了很多可怕的后果。《黑镜》从始至终都是一部很“冷”的剧，剥离故事带来的刺激感，似乎有点厌倦了…这是一个腹黑的世界。
黑镜：圣诞特别篇,某J。624,推荐, 2018-06-19 23:31:36 ,7,科技的发展让人类越来越把自己当成神了。看看结局警局里的那些执法者们，一分钟千年的折磨不过是一句轻描淡写的“就让他那样过平安夜吧”。
黑镜：圣诞特别篇,高压电,还行, 2014-12-18 16:53:36 ,13,拉黑大法真善美
黑镜：圣诞特别篇,西楼尘,推荐, 2014-12-19 21:36:31 ,6,浑身战栗到不能自已。black mirror圣诞特别篇，期待好久的作品，每一帧画面都让我赞叹。遗憾的是结尾猜到了十有八九，但是整个观影体验好到不行，简直媲美今年最佳电影《星际穿越》。中间一度笑到抽筋，又惊悚到一身冷汗，看完恍若隔世，这种坐山车的感觉，只有一如既往优质的黑镜才能做到，隆重安利！
黑镜：圣诞特别篇,SleepWalker,力荐, 2016-11-01 19:13:56 ,5,一环套一环，看着看着不知不觉就被绕进去，编剧太厉害。《黑镜》系列的最牛逼之处就是创意无敌，且英国人敢于自黑。这个特别篇延续了系列的精髓，依旧黑暗的风格，悲剧的结局，尤其是屏蔽别人的这个设定，怎么想出来的，哈哈。
黑镜：圣诞特别篇,猫苦艾。,力荐, 2016-12-28 18:30:04 ,1,总感觉科技发展更考验人心，当你考察一个人对你的态度时，倘若face-to-face不是唯一手段，那么其他手段都可以用作是欺骗的工具，于是，没有什么是你可以相信的，你应当恐惧、冷漠地活着。
黑镜：圣诞特别篇,赵大宝,推荐, 2014-12-25 09:51:33 ,2,哥特女，要不得。
黑镜：圣诞特别篇,luna甜味素,较差, 2015-01-03 14:19:21 ,5,"什么玩意啊...只要噱头不要逻辑,block功能随心所欲的不像是一个有智商的世界会普及的功能，剧情弱就算了，故事节奏也不好..."
黑镜：圣诞特别篇,小小虫,推荐, 2014-12-19 22:40:07 ,2,谁大过节要看这种心塞的玩意儿……不过本子倒是写得挺有心思的。火腿叔离开了广告狂人还是一副人精渣男样！
黑镜：圣诞特别篇,风蚀蘑菇,推荐, 2014-12-22 22:12:22 ,1,缸中之脑与意识上传。月读功能太可怕了，那个白茫茫的世界一分钟一千年的设定甚至比月读还可怕，因为那是绝对的虚无。如果不能自杀的话，能活下来的人已经超神了
黑镜：圣诞特别篇,噩梦枕头,推荐, 2016-11-02 15:45:34 ,6,对外部世界的屏蔽，对自我意识的奴役，这是个人私权的具象化，只是这条边界的伸缩变化，看似保护了自己，却不可避免地影响到其他个体，并引发连锁反应。最终的两种结局，永生的囚禁和现实的隔绝，实在说不出哪个更残酷。
黑镜：圣诞特别篇,一静螺旋,还行, 2017-05-13 15:05:59 ,20,不错，豆瓣上的评论都在探讨人性，B站上的弹幕却都在争论到底男方错还是女方错这样乱带节奏的话题，恕我直言，司马玩意
黑镜：圣诞特别篇,艾小柯,还行, 2014-12-27 20:07:39 ,12,几个故事的交织很有意思，依然在探寻科技发展和人性黑暗角落的边界，尽管这个未来世界的内在逻辑过于卡通化。
黑镜：圣诞特别篇,寒莓根,还行, 2014-12-23 08:03:02 ,4,我居然看了。。。CB这个脑残好想把他拎出来打一顿 这种剧本也能9分+？？
黑镜：圣诞特别篇,熊阿姨,推荐, 2014-12-20 15:53:25 ,4,跟第二季中的一集设定有点像。
黑镜：圣诞特别篇,SSpot,还行, 2014-12-30 19:00:14 ,5,此片献给所有被拉黑屏蔽删好友的人。
黑镜：圣诞特别篇,一一,较差, 2015-02-01 23:52:46 ,1,不怎么喜欢。别人都说英剧有品位黑得深沉，我怎么觉得从设定到表达都儿戏得很？幼稚园过家家般的前提设定，你们还想看人性？
黑镜：圣诞特别篇,Alan Sleep,推荐, 2014-12-19 01:27:02 ,1,放飞心情，放飞梦想，圣诞快乐（才怪）
黑镜：圣诞特别篇,薇羅尼卡,推荐, 2014-12-25 10:14:21 ,4,虽然看到后半基本就猜到结局，但是依然不失好看。最震撼的部分在于被禁锢于像EVA身躯里面的人工智能，slavery，强权、压制、反抗、屈服，充满了讽刺。科技反而倒退了部分人性（？
黑镜：圣诞特别篇,AK47M16G36,力荐, 2021-04-01 11:42:09 ,7,什么是真实，自主意识就是真实，因此奴役拥有自主意识的副本毫无疑问是残忍而反人性的。心疼男主，被女主绿了还屏蔽了许多年，苦苦寻求真相甚至还想给并非自己的女儿送圣诞礼物，浑浑噩噩地抱着一点希望活下去，猛然发觉真相能不崩溃，能不失控，这样残忍对待男主以及他的副本真的很非人道。更讽刺可悲的是，众人只能从媒体报道得知他是变态跟踪狂，杀害前女友父亲和女儿，这才是令人无限感慨唏嘘的地方。一群冷漠的自恃正义的审讯员，将折磨煎熬他人有意识的副本作为娱乐笑谈，同为应被众人屏蔽的泯灭人性的恶魔。罔顾人伦道德感的黑科技远比惊悚片令人细思恐极、脊背发凉。望着男主副本在层层雪球里嚎啕崩溃，年年月月里朦胧人影塑造的白色圣诞，突然明白了生命需要消亡的道理，没有尽头的生存真令人绝望窒息！原来我们都是被囚禁在地球上的意识副本！
黑镜：圣诞特别篇,冬季向日葵,推荐, 2015-01-16 20:35:34 ,2,直击要害。害怕孤独的人类。
黑镜：圣诞特别篇,疯狂的面条,力荐, 2021-07-17 22:40:36 ,3,这集太他妈“黑”了，被屏蔽这种事只是想想都觉得恐怖，太残忍了.
黑镜：圣诞特别篇,会笑的昨天,力荐, 2016-03-31 21:50:03 ,5,剧情编排得够巧，人物塑造得够精致。
黑镜：圣诞特别篇,frozenmoon,力荐, 2014-12-19 00:52:34 ,6,牛逼！
黑镜：圣诞特别篇,秦小皇影音疯刊,推荐, 2020-03-19 19:12:44 ,1,科幻虽然便利也会随之带来各种细思极恐的问题，本片通过科幻讲了几个让人毛骨悚然的故事，还涉及到了因果，过程很悬疑，氛围很到位，好喜欢这类科幻悬疑剧啊！这一集出的时候都没发现呢~可惜第三季之后美国参与制作后就越来越难看了，不知道还有没有续订第六季了……
黑镜：圣诞特别篇,慕容白,还行, 2022-06-30 18:55:06 ,3,这不是欺负老实人吗
黑镜：圣诞特别篇,阿暖,推荐, 2017-12-23 13:18:22 ,2,猜到会反转，但还是被剧情的完整程度惊到，真是讲得滴水不漏。作为一个社交癌看第一段的时候被尴尬到几次想点暂停，真是大型凌迟。但其实黑镜黑现代人社交已经是老生常谈了，最棒的是，最后居然还是能上升到科技和人文关怀。
黑镜：圣诞特别篇,Prank Ocean,推荐, 2014-12-22 09:35:40 ,2,我最近一直在思考的问题就是，为什么大部分科幻作品都在渲染高科技给人类带来的伤害。放眼现在，谁愿意抛弃智能手机回到过去的生活？人类对未知的恐惧可能是唯一的原因，就不能好好享受当下拥抱未来吗？
黑镜：圣诞特别篇,Lonely,推荐, 2015-01-18 17:12:33 ,0,Black.Mirror.S03E00
黑镜：圣诞特别篇,阿巴厮,推荐, 2014-12-21 21:17:21 ,4,所以，孤独是最厉害的惩罚咯。
黑镜：圣诞特别篇,边说边学的小涛,推荐, 2024-07-16 08:24:22 ,0,故事1；这泡妞 需要别人在脑子里指挥？我想起系统流小说 主角最先学是什么  不能让别人知道他和系统在说话！。故事2；这是不是是自虐？为什么不要单纯的人工智能 有什么区别？要有人性化可以复制一个将死之人吧。故事3；其实都挺惨的 男主B把不存在的女儿当成救命稻草了 结果呵呵 故事很不合理 像看虐文短剧话就是不让你说清楚 观众快憋死了，，男主A 连哄带骗的任务完成了 出去了 但是全世界但是马赛克 不能和人沟通而且他是马赛克里面的现眼包 这日子没法过了！。
黑镜：圣诞特别篇,1号游客,推荐, 2023-10-21 14:35:07 ,2,【本片最让人猜不到的居然是：亚洲人可以绿白人还是这么美的妞】 凶犯是个可怜人啊，但即使折磨意识千百遍，本体依然无所谓。又起到什么法律和惩罚的意义呢
黑镜：圣诞特别篇,你的益达,推荐, 2014-12-25 17:47:43 ,1,感觉真是型爆，智能家居，智能囚室，科技让人性有了展现的舞台。但感觉跟前两季比力度稍微不足，比较拖泥带水，脑洞也不那么深了。
黑镜：圣诞特别篇,薾苨,力荐, 2014-12-27 01:02:57 ,2,看黑镜的圣诞节最美好，太想要那个屏蔽功能了，请问可以有“悄悄屏蔽”功能吗？
黑镜：圣诞特别篇,ReMinD,推荐, 2020-09-09 16:34:54 ,1,毛骨悚然。 科技进步到这样人类真的不如自我了断算了。
黑镜：圣诞特别篇,えす,力荐, 2014-12-18 01:42:47 ,2,！！！！！一点都不会让人失望！！Merry christmas you fucking human being!!!!!!!!
黑镜：圣诞特别篇,雁落孤山,力荐, 2018-01-03 21:43:16 ,1,事实上看完之后非常难受并不想给五星。这的确挺吓人的，融合了第一季的绝望和第二季的批判选择，简直不给人活路了。
黑镜：圣诞特别篇,阿朽,推荐, 2014-12-27 22:56:25 ,1,看过点世奇早期作品就对黑镜系列没那么大惊小怪了，这集和《拘役三十日》在意识控制长度上如出一辙，加入些科技元素，仍是很精彩呢。期待第三季。
黑镜：圣诞特别篇,Lonely,推荐, 2015-01-18 17:12:33 ,0,Black.Mirror.S03E00
黑镜：圣诞特别篇,阿巴厮,推荐, 2014-12-21 21:17:21 ,4,所以，孤独是最厉害的惩罚咯。
黑镜：圣诞特别篇,边说边学的小涛,推荐, 2024-07-16 08:24:22 ,0,故事1；这泡妞 需要别人在脑子里指挥？我想起系统流小说 主角最先学是什么  不能让别人知道他和系统在说话！。故事2；这是不是是自虐？为什么不要单纯的人工智能 有什么区别？要有人性化可以复制一个将死之人吧。故事3；其实都挺惨的 男主B把不存在的女儿当成救命稻草了 结果呵呵 故事很不合理 像看虐文短剧话就是不让你说清楚 观众快憋死了，，男主A 连哄带骗的任务完成了 出去了 但是全世界但是马赛克 不能和人沟通而且他是马赛克里面的现眼包 这日子没法过了！。
黑镜：圣诞特别篇,雁落孤山,力荐, 2018-01-03 21:43:16 ,1,事实上看完之后非常难受并不想给五星。这的确挺吓人的，融合了第一季的绝望和第二季的批判选择，简直不给人活路了。
黑镜：圣诞特别篇,hitlike,还行, 2014-12-24 08:48:06 ,1,第一段故事还可，后两段无趣，黑镜除了第一季第一集，其余都不算“一贯水准”。。。
黑镜：圣诞特别篇,1号游客,推荐, 2023-10-21 14:35:07 ,2,【本片最让人猜不到的居然是：亚洲人可以绿白人还是这么美的妞】 凶犯是个可怜人啊，但即使折磨意识千百遍，本体依然无所谓。又起到什么法律和惩罚的意义呢
黑镜：圣诞特别篇,你的益达,推荐, 2014-12-25 17:47:43 ,1,感觉真是型爆，智能家居，智能囚室，科技让人性有了展现的舞台。但感觉跟前两季比力度稍微不足，比较拖泥带水，脑洞也不那么深了。
黑镜：圣诞特别篇,林三郎,力荐, 2022-06-23 01:18:50 ,0,依旧生猛的黑镜，人性恐怖片。
黑镜：圣诞特别篇,ReMinD,推荐, 2020-09-09 16:34:54 ,1,毛骨悚然。 科技进步到这样人类真的不如自我了断算了。
黑镜：圣诞特别篇,黄悦_,还行, 2021-09-18 11:26:41 ,0,你们看到的是黑科技在现实社会的影响 我看到的是一个小哥对自己女友的痴情
黑镜：圣诞特别篇,十个斗的眼窝浅,力荐, 2015-09-03 21:36:08 ,1,黑镜就是牛逼的代言人！最后屋子的镜头，我要崩溃了～～副本和屏蔽不再只是电脑程序，真正地和人的感知相结合。原来这世上最重的刑罚是：被世人屏蔽和1分钟当一千年过！
黑镜：圣诞特别篇,布安安,力荐, 2014-12-21 05:08:06 ,1,难道只有我一人觉得这样彻底的block制度棒棒的！
黑镜：圣诞特别篇,阿朽,推荐, 2014-12-27 22:56:25 ,1,看过点世奇早期作品就对黑镜系列没那么大惊小怪了，这集和《拘役三十日》在意识控制长度上如出一辙，加入些科技元素，仍是很精彩呢。期待第三季。
黑镜：圣诞特别篇,生人回避,还行, 2017-05-01 17:57:09 ,0,第二个小故事刚开始便猜到了结局。概念很强，但结局乏善可陈。
黑镜：圣诞特别篇,我不认识你,很差, 2014-12-18 15:00:50 ,1,bug太多影响观影，感觉像赶工之作，赶圣诞吗？神夏都不着急，好好写s3不好吗？作！
黑镜：圣诞特别篇,Redux,还行, 2014-12-20 18:38:47 ,2,火腿叔的演技确实挺让人着急
黑镜：圣诞特别篇,novich,推荐, 2019-06-08 22:39:25 ,0,时间设定惩罚的是副本还是本尊？
黑镜：圣诞特别篇,完颜穆尔登格,推荐, 2017-12-30 22:25:10 ,0,这个反转的有点多
黑镜：圣诞特别篇,独孤树,推荐, 2015-01-22 02:33:22 ,2,《黑鏡：聖誕特別篇》（No.2015005）事實證明此系列在黑科技上更上一層樓。無論是視點連結、智慧眼與真人拉黑，還是抽取意識副本複製「自我」，腦洞大開。想起那個叫《怪老頭》的動畫，裡面有一集也是複製自己結果被取而代之，只是在《黑鏡》裏，在科技作用下，人性的惡之花綻放的格外露骨。
黑镜：圣诞特别篇,捕鱼儿海迷失,力荐, 2014-12-21 04:05:41 ,0,太屌了！太圆了
黑镜：圣诞特别篇,三月对我笑,力荐, 2022-10-06 19:43:06 ,0,最后是一点温情都不给留啊。绿帽男也忒惨了，我真希望那个火车事故是他搞的让我心里舒坦点。
黑镜：圣诞特别篇,[已注销],力荐, 2017-12-31 04:26:00 ,0,DON! 专治各种渣男 编剧是不是对杀萝莉有莫大怨念?
黑镜：圣诞特别篇,Q,推荐, 2018-09-03 15:48:54 ,1,真的好恐怖 无法想象被全世界屏蔽会怎样
黑镜：圣诞特别篇,桃子,力荐, 2016-11-15 20:47:07 ,1,补
黑镜：圣诞特别篇,海山·野火,推荐, 2018-08-04 22:25:22 ,0,1剧里推出了两个高科技产品：cookie和block。这是个非常小的手术，做手术的这位女士拿到蛋以后，有专人调测，把她的意识放进蛋中。这个蛋能将家里布置得有条不紊，为她安排精彩的行程。调测师能自由改变蛋中人的外部世界和对时间的感知，比如外界的1分钟在蛋中有6个月之久。2第二个科技叫屏蔽，每个人都被植入了电子眼，你可以选择屏蔽别人，被你屏蔽的人就看不到你，只能看到一团白影子，也听不清你说的话，只有死亡能解除屏蔽。剧中的男主角之一就是悲催的受害者，明明是自己女朋友出轨，有了别人的小孩，却被永久屏蔽，在一团白色的阴影下生活，最后所谓的执法人员给蛋中的他设置了外界一分钟蛋中一千年，我只能用hubris来形容，这种技术让他们自大狂妄，简直比操生杀大权还要极致。
黑镜：圣诞特别篇,雪,推荐, 2020-02-27 10:10:57 ,0,圣诞快乐
黑镜：圣诞特别篇,Wongwongwong,推荐, 2020-12-05 23:28:33 ,1,1000年。。判的有点重啊 （这算繁殖癌么 一直叫嚣我的闺女在哪儿～ 这么多年如果换个人 可能早就四五个娃了 囧rz 看来太深情也不是好事 集中度风险太高）
黑镜：圣诞特别篇,摩诃曼珠沙华,推荐, 2022-09-02 07:11:43 ,0,黑镜就是吓人
黑镜：圣诞特别篇,天马星,力荐, 2016-05-21 15:45:10 ,0,@2016-05-21 15:45:10
黑镜：圣诞特别篇,北海歌者,力荐, 2022-06-29 19:50:28 ,0,满分啊，这集太棒了，同样是玩时间囚徒梗，这集就玩出花来了
黑镜：圣诞特别篇,Sevens,力荐, 2018-01-13 02:06:41 ,1,神作啊！太可怕了。。。可怕的精神奴役，可怕的情感消除，可怕的意识物化。本片结构极其精巧，人工智能的科幻剧情富有想象力，两人解密过程一环套一环，真没想到最终的结局! 帅哥大叔很多时候侧颜极度像老乔啊哈哈哈，不过绝顶聪明情商高超的他怎么就因为那点小错误被所有屏蔽，太狠心了。
黑镜：圣诞特别篇,萨罗迈拉,力荐, 2014-12-20 19:45:26 ,1,细思恐极。善良的人，或者说容易带入情感的人会遭受折磨。构思依然精妙，逻辑清晰的套层叙事。
黑镜：圣诞特别篇,梁威是条狗,推荐, 2022-05-22 09:24:32 ,0,出轨、意识抽取、智能眼、记忆影像，“拉黑”科技导致的一系列罪案。
黑镜：圣诞特别篇,楚子宙,力荐, 2022-12-28 01:21:03 ,1,未来科技真是可恶啊！一个老实男人就这样被逼上了绝境。被出轨还不算，还被淫妇屏蔽，被隐瞒真相长达四年，在得知真相遭受巨大打击之后，不光完全没地方伸张正义，还被警方抓走，最后副本还被提取出来，设局暗算，活活禁闭在噩梦循环的小屋中忍受一千年的刑罚。真是够了！你们口口声声说的人权呢？都尼玛喂了狗了吗？Fuck off 啊！！！现代科技我CAONIMA啊！让老实人没有一丁点儿活路啊！这令人窒息的压抑，令人绝望的处境，反正看完之后我是满腔的愤怒。我只想说：去他妈的现代科技！本片编剧极其优秀，叙事和悬念设置也显示了极高的水平。把一切人性的罪恶都隐藏在白雪皑皑的圣诞节中。9分。
黑镜：圣诞特别篇,塘朗一姐小渡边,力荐, 2018-04-22 20:04:58 ,0,故事里的故事
黑镜：圣诞特别篇,王恶,很差, 2015-04-11 00:02:02 ,3,这到底有什么牛逼的……
黑镜：圣诞特别篇,Strelizeia,力荐, 2014-12-28 13:05:47 ,1,总是如此深刻地刻画人性，以及反思这个日新月异的科技年代苍老的人类基本沟通本能。
黑镜：圣诞特别篇,至尊小飞龙,推荐, 2024-01-31 10:12:51 ,0,脑机来了
黑镜：圣诞特别篇,Timing,力荐, 2021-03-28 10:01:20 ,1,m21102：赫胥黎的那套1932年还不够数字化，未来数字化下，意识分离，囚禁及NY，一秒千年，引诱与屏蔽，恐怖！真实是什么？意义何在？黑科技无底线，如何监管与控制？谁/什么来监管与控制？
